"full_name","email","department","role","sentiment_score","match_score"
"Harper Lopez","harper.lopez.cand@public.local","marketing","Growth Marketing Specialist","0.97","0.74"
"Benjamin Lopez","benjamin.lopez.cand@public.local","accounting","Business Associate","0.81","0.54"
"Evelyn Lopez","evelyn.lopez.cand@public.local","accounting","Business Associate","0.76","0.48"
"Elijah Lopez","elijah.lopez.cand@public.local","IT","IT Specialist","0.95","0.55"
"Abigail Lopez","abigail.lopez.cand@public.local","IT","IT Specialist","0.81","0.65"
"Daniel Lopez","daniel.lopez.cand@public.local","management","Operations Manager","0.8","0.65"
"Ella Lopez","ella.lopez.cand@public.local","marketing","Growth Marketing Specialist","0.72","0.57"
"Aarav Hughes","aarav.hughes.cand@public.local","sales","Account Executive","0.68","0.65"
"Olivia Hughes","olivia.hughes.cand@public.local","accounting","Business Associate","0.21","0.61"
"Noah Hughes","noah.hughes.cand@public.local","support","Customer Support Specialist","0.46","0.4"
"Emma Hughes","emma.hughes.cand@public.local","technical","Software Engineer","0.8","0.7"
"Liam Hughes","liam.hughes.cand@public.local","management","Operations Manager","0.57","0.64"
"Sophia Hughes","sophia.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.58","0.57"
"Mason Hughes","mason.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.91","1"
"Isabella Hughes","isabella.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.63","0.67"
"Lucas Hughes","lucas.hughes.cand@public.local","sales","Account Executive","0.95","0.86"
"Mia Hughes","mia.hughes.cand@public.local","sales","Account Executive","0.87","0.67"
"Ethan Hughes","ethan.hughes.cand@public.local","sales","Account Executive","0.22","0.53"
"Amelia Hughes","amelia.hughes.cand@public.local","sales","Account Executive","0.95","0.65"
"James Hughes","james.hughes.cand@public.local","sales","Account Executive","0.18","0.5"
"Harper Hughes","harper.hughes.cand@public.local","sales","Account Executive","0.87","0.63"
"Benjamin Hughes","benjamin.hughes.cand@public.local","sales","Account Executive","0.23","0.84"
"Evelyn Hughes","evelyn.hughes.cand@public.local","sales","Account Executive","0.93","0.69"
"Elijah Hughes","elijah.hughes.cand@public.local","sales","Account Executive","0.58","0.75"
"Abigail Hughes","abigail.hughes.cand@public.local","sales","Account Executive","0.68","0.55"
"Daniel Hughes","daniel.hughes.cand@public.local","sales","Account Executive","0.76","0.71"
"Ella Hughes","ella.hughes.cand@public.local","sales","Account Executive","0.68","0.84"
"Aarav Torres","aarav.torres.cand@public.local","sales","Account Executive","0.99","0.47"
"Olivia Torres","olivia.torres.cand@public.local","sales","Account Executive","0.64","0.55"
"Noah Torres","noah.torres.cand@public.local","sales","Account Executive","0.61","0.83"
"Emma Torres","emma.torres.cand@public.local","sales","Account Executive","0.51","0.5"
"Liam Torres","liam.torres.cand@public.local","sales","Account Executive","0.69","0.66"
"Sophia Torres","sophia.torres.cand@public.local","sales","Account Executive","0.85","0.6"
"Mason Torres","mason.torres.cand@public.local","sales","Account Executive","0.55","0.89"
"Isabella Torres","isabella.torres.cand@public.local","accounting","Business Associate","0.56","0.89"
"Lucas Torres","lucas.torres.cand@public.local","accounting","Business Associate","0.69","0.68"
"Mia Torres","mia.torres.cand@public.local","accounting","Business Associate","0.61","0.46"
"Ethan Torres","ethan.torres.cand@public.local","hr","HR Generalist","0.47","0.65"
"Amelia Torres","amelia.torres.cand@public.local","hr","HR Generalist","0.58","0.79"
"James Torres","james.torres.cand@public.local","hr","HR Generalist","0.16","0.56"
"Harper Torres","harper.torres.cand@public.local","hr","HR Generalist","0.53","0.64"
"Benjamin Torres","benjamin.torres.cand@public.local","technical","Software Engineer","0.82","0.82"
"Evelyn Torres","evelyn.torres.cand@public.local","technical","Software Engineer","0.68","0.61"
"Elijah Torres","elijah.torres.cand@public.local","technical","Software Engineer","0.6","0.72"
"Abigail Torres","abigail.torres.cand@public.local","technical","Software Engineer","0.93","0.44"
"Daniel Torres","daniel.torres.cand@public.local","technical","Software Engineer","0.58","0.49"
"Ella Torres","ella.torres.cand@public.local","technical","Software Engineer","0.61","0.96"
"Aarav Bennett","aarav.bennett.cand@public.local","technical","Software Engineer","0.74","0.71"
"Olivia Bennett","olivia.bennett.cand@public.local","technical","Software Engineer","0.88","0.91"
"Noah Bennett","noah.bennett.cand@public.local","technical","Software Engineer","0.94","0.8"
"Emma Bennett","emma.bennett.cand@public.local","technical","Software Engineer","0.44","0.46"
"Liam Bennett","liam.bennett.cand@public.local","technical","Software Engineer","0.73","0.52"
"Sophia Bennett","sophia.bennett.cand@public.local","support","Customer Support Specialist","0.9","0.68"
"Mason Bennett","mason.bennett.cand@public.local","support","Customer Support Specialist","0.97","0.49"
"Isabella Bennett","isabella.bennett.cand@public.local","support","Customer Support Specialist","0.86","0.96"
"Lucas Bennett","lucas.bennett.cand@public.local","support","Customer Support Specialist","0.81","0.98"
"Mia Bennett","mia.bennett.cand@public.local","support","Customer Support Specialist","0.24","0.76"
"Ethan Bennett","ethan.bennett.cand@public.local","support","Customer Support Specialist","0.92","0.97"
"Amelia Bennett","amelia.bennett.cand@public.local","support","Customer Support Specialist","0.34","0.62"
"James Bennett","james.bennett.cand@public.local","support","Customer Support Specialist","0.95","0.53"
"Harper Bennett","harper.bennett.cand@public.local","support","Customer Support Specialist","0.94","0.81"
"Benjamin Bennett","benjamin.bennett.cand@public.local","support","Customer Support Specialist","0.54","0.82"
"Evelyn Bennett","evelyn.bennett.cand@public.local","support","Customer Support Specialist","0.87","0.57"
"Elijah Bennett","elijah.bennett.cand@public.local","technical","Software Engineer","0.54","0.74"
"Abigail Bennett","abigail.bennett.cand@public.local","technical","Software Engineer","0.75","0.49"
"Daniel Bennett","daniel.bennett.cand@public.local","technical","Software Engineer","0.88","1"
"Ella Bennett","ella.bennett.cand@public.local","management","Operations Manager","0.78","0.86"
"Aarav Ramirez","aarav.ramirez.cand@public.local","IT","IT Specialist","0.88","0.71"
"Olivia Ramirez","olivia.ramirez.cand@public.local","IT","IT Specialist","0.51","0.94"
"Noah Ramirez","noah.ramirez.cand@public.local","IT","IT Specialist","0.31","0.7"
"Emma Ramirez","emma.ramirez.cand@public.local","IT","IT Specialist","0.22","1"
"Liam Ramirez","liam.ramirez.cand@public.local","IT","IT Specialist","0.56","0.83"
"Sophia Ramirez","sophia.ramirez.cand@public.local","product_mng","Product Analyst","0.38","0.63"
"Mason Ramirez","mason.ramirez.cand@public.local","product_mng","Product Analyst","0.56","0.47"
"Isabella Ramirez","isabella.ramirez.cand@public.local","product_mng","Product Analyst","0.55","0.9"
"Lucas Ramirez","lucas.ramirez.cand@public.local","product_mng","Product Analyst","0.74","0.99"
"Mia Ramirez","mia.ramirez.cand@public.local","IT","IT Specialist","0.64","0.92"
"Ethan Ramirez","ethan.ramirez.cand@public.local","RandD","Research Associate","0.69","0.91"
"Amelia Ramirez","amelia.ramirez.cand@public.local","RandD","Research Associate","0.99","0.54"
"James Ramirez","james.ramirez.cand@public.local","RandD","Research Associate","0.66","0.75"
"Harper Ramirez","harper.ramirez.cand@public.local","RandD","Research Associate","0.79","0.93"
"Benjamin Ramirez","benjamin.ramirez.cand@public.local","RandD","Research Associate","0.92","0.54"
"Evelyn Ramirez","evelyn.ramirez.cand@public.local","RandD","Research Associate","0.84","0.49"
"Elijah Ramirez","elijah.ramirez.cand@public.local","marketing","Growth Marketing Specialist","0.31","0.59"
"Abigail Ramirez","abigail.ramirez.cand@public.local","sales","Account Executive","0.34","0.52"
"Daniel Ramirez","daniel.ramirez.cand@public.local","accounting","Business Associate","0.88","0.96"
"Ella Ramirez","ella.ramirez.cand@public.local","support","Customer Support Specialist","0.8","0.84"
"Aarav Shaw","aarav.shaw.cand@public.local","technical","Software Engineer","0.75","0.92"
"Olivia Shaw","olivia.shaw.cand@public.local","management","Operations Manager","0.71","0.7"
"Noah Shaw","noah.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.66","0.49"
"Emma Shaw","emma.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.54","0.72"
"Liam Shaw","liam.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.47","0.4"
"Sophia Shaw","sophia.shaw.cand@public.local","sales","Account Executive","0.87","0.79"
"Mason Shaw","mason.shaw.cand@public.local","sales","Account Executive","0.9","0.52"
"Isabella Shaw","isabella.shaw.cand@public.local","sales","Account Executive","0.51","0.63"
"Lucas Shaw","lucas.shaw.cand@public.local","sales","Account Executive","0.62","0.71"
"Mia Shaw","mia.shaw.cand@public.local","sales","Account Executive","0.47","0.43"
"Ethan Shaw","ethan.shaw.cand@public.local","sales","Account Executive","0.59","0.94"
"Amelia Shaw","amelia.shaw.cand@public.local","sales","Account Executive","0.87","0.62"
"James Shaw","james.shaw.cand@public.local","sales","Account Executive","0.59","0.97"
"Harper Shaw","harper.shaw.cand@public.local","sales","Account Executive","0.87","0.71"
"Benjamin Shaw","benjamin.shaw.cand@public.local","sales","Account Executive","0.89","0.93"
"Evelyn Shaw","evelyn.shaw.cand@public.local","sales","Account Executive","0.73","0.68"
"Elijah Shaw","elijah.shaw.cand@public.local","sales","Account Executive","0.79","0.98"
"Abigail Shaw","abigail.shaw.cand@public.local","sales","Account Executive","0.8","0.74"
"Daniel Shaw","daniel.shaw.cand@public.local","sales","Account Executive","0.73","0.89"
"Ella Shaw","ella.shaw.cand@public.local","sales","Account Executive","0.96","0.9"
"Aarav Cruz","aarav.cruz.cand@public.local","sales","Account Executive","0.66","0.96"
"Olivia Cruz","olivia.cruz.cand@public.local","sales","Account Executive","0.53","0.97"
"Noah Cruz","noah.cruz.cand@public.local","sales","Account Executive","0.86","0.56"
"Emma Cruz","emma.cruz.cand@public.local","sales","Account Executive","0.92","0.86"
"Liam Cruz","liam.cruz.cand@public.local","accounting","Business Associate","0.31","0.95"
"Sophia Cruz","sophia.cruz.cand@public.local","accounting","Business Associate","0.69","0.73"
"Mason Cruz","mason.cruz.cand@public.local","accounting","Business Associate","0.7","0.83"
"Isabella Cruz","isabella.cruz.cand@public.local","hr","HR Generalist","0.63","0.74"
"Lucas Cruz","lucas.cruz.cand@public.local","hr","HR Generalist","0.24","0.53"
"Mia Cruz","mia.cruz.cand@public.local","hr","HR Generalist","0.13","0.94"
"Ethan Cruz","ethan.cruz.cand@public.local","hr","HR Generalist","0.47","0.41"
"Amelia Cruz","amelia.cruz.cand@public.local","technical","Software Engineer","0.53","0.58"
"James Cruz","james.cruz.cand@public.local","technical","Software Engineer","0.96","0.96"
"Harper Cruz","harper.cruz.cand@public.local","technical","Software Engineer","0.92","0.88"
"Benjamin Cruz","benjamin.cruz.cand@public.local","technical","Software Engineer","0.56","0.59"
"Evelyn Cruz","evelyn.cruz.cand@public.local","technical","Software Engineer","0.51","0.88"
"Elijah Cruz","elijah.cruz.cand@public.local","technical","Software Engineer","0.22","0.85"
"Abigail Cruz","abigail.cruz.cand@public.local","technical","Software Engineer","0.83","0.92"
"Daniel Cruz","daniel.cruz.cand@public.local","technical","Software Engineer","0.85","0.48"
"Ella Cruz","ella.cruz.cand@public.local","technical","Software Engineer","0.85","0.92"
"Aarav Powell","aarav.powell.cand@public.local","technical","Software Engineer","0.85","0.9"
"Olivia Powell","olivia.powell.cand@public.local","technical","Software Engineer","0.73","0.82"
"Noah Powell","noah.powell.cand@public.local","support","Customer Support Specialist","0.18","0.52"
"Emma Powell","emma.powell.cand@public.local","support","Customer Support Specialist","0.63","0.87"
"Liam Powell","liam.powell.cand@public.local","support","Customer Support Specialist","0.5","0.48"
"Sophia Powell","sophia.powell.cand@public.local","support","Customer Support Specialist","0.63","0.47"
"Mason Powell","mason.powell.cand@public.local","support","Customer Support Specialist","0.15","0.95"
"Isabella Powell","isabella.powell.cand@public.local","support","Customer Support Specialist","0.96","0.69"
"Lucas Powell","lucas.powell.cand@public.local","support","Customer Support Specialist","0.96","0.91"
"Mia Powell","mia.powell.cand@public.local","support","Customer Support Specialist","0.31","0.51"
"Ethan Powell","ethan.powell.cand@public.local","support","Customer Support Specialist","0.59","0.49"
"Amelia Powell","amelia.powell.cand@public.local","support","Customer Support Specialist","0.75","0.98"
"James Powell","james.powell.cand@public.local","support","Customer Support Specialist","0.96","0.51"
"Harper Powell","harper.powell.cand@public.local","technical","Software Engineer","0.69","0.67"
"Benjamin Powell","benjamin.powell.cand@public.local","technical","Software Engineer","0.92","0.89"
"Evelyn Powell","evelyn.powell.cand@public.local","technical","Software Engineer","0.96","0.82"
"Elijah Powell","elijah.powell.cand@public.local","management","Operations Manager","0.67","0.7"
"Abigail Powell","abigail.powell.cand@public.local","IT","IT Specialist","0.49","0.56"
"Daniel Powell","daniel.powell.cand@public.local","IT","IT Specialist","0.85","0.65"
"Ella Powell","ella.powell.cand@public.local","IT","IT Specialist","0.85","0.53"
"Aarav Murphy","aarav.murphy.cand@public.local","IT","IT Specialist","0.91","0.77"
"Olivia Murphy","olivia.murphy.cand@public.local","IT","IT Specialist","0.7","0.48"
"Noah Murphy","noah.murphy.cand@public.local","product_mng","Product Analyst","0.98","0.99"
"Emma Murphy","emma.murphy.cand@public.local","product_mng","Product Analyst","0.48","0.48"
"Liam Murphy","liam.murphy.cand@public.local","product_mng","Product Analyst","0.39","0.6"
"Sophia Murphy","sophia.murphy.cand@public.local","product_mng","Product Analyst","0.66","0.89"
"Mason Murphy","mason.murphy.cand@public.local","IT","IT Specialist","0.6","0.61"
"Isabella Murphy","isabella.murphy.cand@public.local","RandD","Research Associate","0.88","0.9"
"Lucas Murphy","lucas.murphy.cand@public.local","RandD","Research Associate","0.85","0.83"
"Mia Murphy","mia.murphy.cand@public.local","RandD","Research Associate","0.76","0.81"
"Ethan Murphy","ethan.murphy.cand@public.local","RandD","Research Associate","1","0.67"
"Amelia Murphy","amelia.murphy.cand@public.local","RandD","Research Associate","0.79","0.74"
"James Murphy","james.murphy.cand@public.local","marketing","Growth Marketing Specialist","0.63","0.52"
